Dia da semana;Data;Hora;Umidade solo;Umidade Ambiente;Temperatura;Volume �gua (L)
Quarta;27/09/2023;21:05;56;63;28,8;0
Quarta;27/09/2023;21:05;61;63;28,8;1,99
Quarta;27/09/2023;21:06;56;63;28,8;0
Quarta;27/09/2023;21:06;61;63;28,8;2,97
Quarta;27/09/2023;21:06;56;63;28,8;0
Quarta;27/09/2023;21:06;60;63;28,8;2,02
Quarta;27/09/2023;21:06;56;63;28,8;0
Quarta;27/09/2023;21:06;60;63;28,8;3,7
Quarta;27/09/2023;21:06;56;63;28,8;0
Quarta;27/09/2023;21:06;61;63;28,8;0,5
Quarta;27/09/2023;21:06;56;63;28,8;0
Quarta;27/09/2023;21:06;60;63;28,8;3,28
Quarta;27/09/2023;21:08;56;63;28,8;0
Quarta;27/09/2023;21:08;60;63;28,8;2,04
Quarta;27/09/2023;21:09;56;63;28,7;0
Quarta;27/09/2023;21:09;60;63;28,7;3,61
Quarta;27/09/2023;21:10;56;63;28,8;0
Quarta;27/09/2023;21:10;60;63;28,8;3,3
Quarta;27/09/2023;21:11;56;63;28,8;0
Quarta;27/09/2023;21:11;61;63;28,8;9,1
Quarta;27/09/2023;21:11;56;63;28,8;0
Quarta;27/09/2023;21:11;61;63;28,8;0,48
Quarta;27/09/2023;21:12;56;64;28,7;0
Quarta;27/09/2023;21:12;61;64;28,7;1,15
Quarta;27/09/2023;21:13;56;63;28,7;0
Quarta;27/09/2023;21:13;60;63;28,7;2,66
Quarta;27/09/2023;21:13;56;63;28,7;0
Quarta;27/09/2023;21:13;60;63;28,7;0,81
Quarta;27/09/2023;21:13;56;63;28,7;0
Quarta;27/09/2023;21:13;61;63;28,7;1,26
Quarta;27/09/2023;21:14;56;63;28,7;0
Quarta;27/09/2023;21:14;60;63;28,7;2,49
Quarta;27/09/2023;21:15;56;63;28,8;0
Quarta;27/09/2023;21:15;60;63;28,8;3,19
Quarta;27/09/2023;21:15;57;63;28,8;0
Quarta;27/09/2023;21:15;56;63;28,8;0
Quarta;27/09/2023;21:15;60;63;28,8;1,26
Quarta;27/09/2023;21:15;56;63;28,7;0
Quarta;27/09/2023;21:15;60;63;28,7;3,14
Quarta;27/09/2023;21:16;56;63;28,8;0
Quarta;27/09/2023;21:16;60;63;28,8;0,42
Quarta;27/09/2023;21:16;56;63;28,8;0
Quarta;27/09/2023;21:16;61;63;28,8;3,08
Quarta;27/09/2023;21:17;56;63;28,7;0
Quarta;27/09/2023;21:17;60;63;28,7;1,6
Quarta;27/09/2023;21:18;56;63;28,7;0
Quarta;27/09/2023;21:18;60;63;28,7;3,08
Quarta;27/09/2023;21:20;55;63;28,7;0
Quarta;27/09/2023;21:20;60;63;28,7;1,51
Quarta;27/09/2023;21:22;56;63;28,7;0
Quarta;27/09/2023;21:22;60;63;28,7;0,45
Quarta;27/09/2023;21:22;56;64;28,7;0
Quarta;27/09/2023;21:22;60;64;28,7;3,47
Quarta;27/09/2023;21:22;56;63;28,8;0
Quarta;27/09/2023;21:22;60;63;28,8;0,62
Quarta;27/09/2023;21:22;56;63;28,7;0
Quarta;27/09/2023;21:22;60;63;28,7;2,49
Quarta;27/09/2023;21:23;56;64;28,7;0
Quarta;27/09/2023;21:23;60;64;28,7;1,06
Quarta;27/09/2023;21:23;56;64;28,7;0
Quarta;27/09/2023;21:23;60;64;28,7;2,74
Quarta;27/09/2023;21:23;56;64;28,7;0
Quarta;27/09/2023;21:23;61;64;28,7;0,53
Quarta;27/09/2023;21:23;56;63;28,7;0
Quarta;27/09/2023;21:23;61;63;28,7;3,05
Quarta;27/09/2023;21:23;56;63;28,7;0
Quarta;27/09/2023;21:23;60;63;28,7;1,06
Quarta;27/09/2023;21:24;56;63;28,7;0
Quarta;27/09/2023;21:24;60;63;28,7;5,07
Quarta;27/09/2023;21:25;57;63;28,7;0
Quarta;27/09/2023;21:26;56;64;28,7;0
Quarta;27/09/2023;21:26;61;64;28,7;3,36
Quarta;27/09/2023;21:26;56;63;28,7;0
Quarta;27/09/2023;21:26;61;63;28,7;1,29
Quarta;27/09/2023;21:27;56;63;28,7;0
Quarta;27/09/2023;21:27;60;63;28,7;3,75
Quarta;27/09/2023;21:27;55;63;28,7;0
Quarta;27/09/2023;21:27;60;63;28,7;1,29
Quarta;27/09/2023;21:28;56;63;28,7;0
Quarta;27/09/2023;21:28;60;63;28,7;4,28
Quarta;27/09/2023;21:28;56;63;28,7;0
Quarta;27/09/2023;21:28;60;63;28,7;0,92
Quarta;27/09/2023;21:28;56;63;28,7;0
Quarta;27/09/2023;21:28;60;63;28,7;0,73
Quarta;27/09/2023;21:30;56;63;28,7;0
Quarta;27/09/2023;21:30;64;63;28,7;3,7
Quarta;27/09/2023;21:30;56;63;28,7;0
Quarta;27/09/2023;21:30;61;63;28,7;0,5
Quarta;27/09/2023;21:32;56;63;28,7;0
Quarta;27/09/2023;21:32;60;63;28,7;1,57
Quarta;27/09/2023;21:32;56;63;28,7;0
Quarta;27/09/2023;21:32;60;63;28,7;5,63
Quarta;27/09/2023;21:33;56;63;28,7;0
Quarta;27/09/2023;21:33;60;63;28,7;2,38
Quarta;27/09/2023;21:34;56;63;28,7;0
Quarta;27/09/2023;21:34;61;63;28,7;2,3
Quarta;27/09/2023;21:34;56;63;28,7;0
Quarta;27/09/2023;21:34;60;63;28,7;0,92
Quarta;27/09/2023;21:35;57;63;28,7;0
Quarta;27/09/2023;21:36;56;63;28,7;0
Quarta;27/09/2023;21:36;61;63;28,7;0,56
Quarta;27/09/2023;21:36;56;63;28,7;0
Quarta;27/09/2023;21:36;60;63;28,7;3,81
Quarta;27/09/2023;21:38;55;63;28,7;0
Quarta;27/09/2023;21:38;60;63;28,7;7,42
Quarta;27/09/2023;21:41;55;63;28,7;0
Quarta;27/09/2023;21:41;60;63;28,7;3,11
Quarta;27/09/2023;21:43;56;63;28,7;0
Quarta;27/09/2023;21:43;60;63;28,7;3,42
Quarta;27/09/2023;21:43;56;63;28,7;0
Quarta;27/09/2023;21:43;62;63;28,7;0,98
Quarta;27/09/2023;21:45;57;63;28,7;0
Quarta;27/09/2023;21:45;56;63;28,7;0
Quarta;27/09/2023;21:45;60;63;28,7;0,64
Quarta;27/09/2023;21:46;56;63;28,7;0
Quarta;27/09/2023;21:46;61;63;28,7;1,26
Quarta;27/09/2023;21:46;56;63;28,7;0
Quarta;27/09/2023;21:46;60;63;28,7;0,95
Quarta;27/09/2023;21:47;56;63;28,6;0
Quarta;27/09/2023;21:47;61;63;28,6;0,45
Quarta;27/09/2023;21:48;56;64;28,7;0
Quarta;27/09/2023;21:48;60;64;28,7;0,5
Quarta;27/09/2023;21:49;56;63;28,6;0
Quarta;27/09/2023;21:49;60;63;28,6;2,21
Quarta;27/09/2023;21:49;56;63;28,6;0
Quarta;27/09/2023;21:49;61;63;28,6;1,57
Quarta;27/09/2023;21:52;55;63;28,7;0
Quarta;27/09/2023;21:52;62;63;28,7;0,45
Quarta;27/09/2023;21:52;56;63;28,6;0
Quarta;27/09/2023;21:52;61;63;28,6;1,68
Quarta;27/09/2023;21:53;56;63;28,6;0
Quarta;27/09/2023;21:53;60;63;28,6;1,68
Quarta;27/09/2023;21:53;56;63;28,6;0
Quarta;27/09/2023;21:53;60;63;28,6;0,36
Quarta;27/09/2023;21:54;56;63;28,6;0
Quarta;27/09/2023;21:54;60;63;28,6;3,78
Quarta;27/09/2023;21:54;56;63;28,7;0
Quarta;27/09/2023;21:54;61;63;28,7;1,29
Quarta;27/09/2023;21:55;57;63;28,6;0
Quarta;27/09/2023;21:57;56;63;28,7;0
Quarta;27/09/2023;21:57;60;63;28,7;6,69
Quarta;27/09/2023;21:59;56;63;28,6;0
Quarta;27/09/2023;21:59;60;63;28,6;8,48
Quarta;27/09/2023;22:01;56;63;28,6;0
Quarta;27/09/2023;22:01;60;63;28,6;0,34
Quarta;27/09/2023;22:03;56;63;28,6;0
Quarta;27/09/2023;22:03;60;63;28,6;0,92
Quarta;27/09/2023;22:04;56;63;28,6;0
Quarta;27/09/2023;22:04;61;63;28,6;3,7
Quarta;27/09/2023;22:05;55;63;28,6;0
Quarta;27/09/2023;22:05;60;63;28,6;1,15
Quarta;27/09/2023;22:05;57;63;28,6;0
Quarta;27/09/2023;22:06;56;63;28,6;0
Quarta;27/09/2023;22:06;60;63;28,6;0,39
Quarta;27/09/2023;22:08;56;63;28,6;0
Quarta;27/09/2023;22:08;61;63;28,6;2,32
Quarta;27/09/2023;22:10;56;63;28,6;0
Quarta;27/09/2023;22:10;60;63;28,6;1,62
Quarta;27/09/2023;22:10;56;63;28,6;0
Quarta;27/09/2023;22:10;60;63;28,6;2,49
Quarta;27/09/2023;22:10;56;63;28,6;0
Quarta;27/09/2023;22:10;62;63;28,6;1,93
Quarta;27/09/2023;22:10;56;63;28,6;0
Quarta;27/09/2023;22:10;61;63;28,6;1,43
Quarta;27/09/2023;22:11;56;63;28,6;0
Quarta;27/09/2023;22:11;60;63;28,6;0,73
Quarta;27/09/2023;22:11;56;63;28,6;0
Quarta;27/09/2023;22:11;60;63;28,6;1,82
Quarta;27/09/2023;22:12;56;63;28,6;0
Quarta;27/09/2023;22:12;61;63;28,6;2,3
Quarta;27/09/2023;22:13;56;63;28,6;0
Quarta;27/09/2023;22:13;60;63;28,6;1,26
Quarta;27/09/2023;22:15;56;63;28,6;0
Quarta;27/09/2023;22:15;61;63;28,6;1,04
Quarta;27/09/2023;22:15;56;63;28,6;0
Quarta;27/09/2023;22:15;60;63;28,6;5,32
Quarta;27/09/2023;22:15;57;63;28,6;0
Quarta;27/09/2023;22:16;56;64;28,6;0
Quarta;27/09/2023;22:16;60;64;28,6;2,41
Quarta;27/09/2023;22:16;56;63;28,6;0
Quarta;27/09/2023;22:16;60;63;28,6;1,88
Quarta;27/09/2023;22:16;56;63;28,6;0
Quarta;27/09/2023;22:16;60;63;28,6;1,74
Quarta;27/09/2023;22:19;56;63;28,6;0
Quarta;27/09/2023;22:19;60;63;28,6;2,94
Quarta;27/09/2023;22:21;56;63;28,6;0
Quarta;27/09/2023;22:21;61;63;28,6;1,71
Quarta;27/09/2023;22:24;56;63;28,6;0
Quarta;27/09/2023;22:24;60;63;28,6;3,95
Quarta;27/09/2023;22:25;57;63;28,5;0
Quarta;27/09/2023;22:25;56;63;28,6;0
Quarta;27/09/2023;22:25;60;63;28,6;2,74
Quarta;27/09/2023;22:26;56;63;28,6;0
Quarta;27/09/2023;22:26;60;63;28,6;2,66
Quarta;27/09/2023;22:26;56;63;28,6;0
Quarta;27/09/2023;22:26;60;63;28,6;0,84
Quarta;27/09/2023;22:27;56;63;28,6;0
Quarta;27/09/2023;22:27;61;63;28,6;1,18
Quarta;27/09/2023;22:27;56;64;28,6;0
Quarta;27/09/2023;22:27;61;64;28,6;0,73
Quarta;27/09/2023;22:29;56;63;28,6;0
Quarta;27/09/2023;22:29;60;63;28,6;3,98
Quarta;27/09/2023;22:29;56;63;28,6;0
Quarta;27/09/2023;22:29;60;63;28,6;7,92
Quarta;27/09/2023;22:31;56;63;28,6;0
Quarta;27/09/2023;22:31;60;63;28,6;4,98
Quarta;27/09/2023;22:34;56;63;28,5;0
Quarta;27/09/2023;22:34;60;63;28,5;3,7
Quarta;27/09/2023;22:35;58;64;28,5;0
Quarta;27/09/2023;22:39;56;63;28,5;0
Quarta;27/09/2023;22:39;60;63;28,5;11,17
Quarta;27/09/2023;22:41;56;63;28,5;0
Quarta;27/09/2023;22:41;60;63;28,5;1,26
Quarta;27/09/2023;22:43;56;64;28,5;0
Quarta;27/09/2023;22:43;60;64;28,5;3,08
Quarta;27/09/2023;22:43;56;63;28,5;0
Quarta;27/09/2023;22:43;60;63;28,5;3,11
Quarta;27/09/2023;22:44;56;63;28,5;0
Quarta;27/09/2023;22:44;60;63;28,5;2,77
Quarta;27/09/2023;22:45;57;63;28,5;0
Quarta;27/09/2023;22:46;56;63;28,5;0
Quarta;27/09/2023;22:46;60;63;28,5;3,08
Quarta;27/09/2023;22:46;56;63;28,5;0
Quarta;27/09/2023;22:46;60;63;28,5;3,08
Quarta;27/09/2023;22:52;56;64;28,5;0
Quarta;27/09/2023;22:52;60;64;28,5;2,94
Quarta;27/09/2023;22:52;56;64;28,5;0
Quarta;27/09/2023;22:52;60;64;28,5;0,48
Quarta;27/09/2023;22:53;56;64;28,5;0
Quarta;27/09/2023;22:53;61;64;28,5;3,02
Quarta;27/09/2023;22:55;56;64;28,5;0
Quarta;27/09/2023;22:55;60;64;28,5;7,53
Quarta;27/09/2023;22:55;57;64;28,5;0
Quarta;27/09/2023;22:56;56;64;28,5;0
Quarta;27/09/2023;22:56;60;64;28,5;1,79
Quarta;27/09/2023;22:57;56;63;28,5;0
Quarta;27/09/2023;22:57;60;63;28,5;4,96
Quarta;27/09/2023;22:58;56;63;28,4;0
Quarta;27/09/2023;22:58;60;63;28,4;5,68
Quarta;27/09/2023;22:58;56;63;28,4;0
Quarta;27/09/2023;22:58;60;63;28,4;2,35
Quarta;27/09/2023;22:59;56;64;28,5;0
Quarta;27/09/2023;22:59;60;64;28,5;1,96
Quarta;27/09/2023;23:05;57;63;28,5;0
Quarta;27/09/2023;23:15;57;63;28,5;0
Quarta;27/09/2023;23:25;56;63;28,4;0
Quarta;27/09/2023;23:35;57;63;28,4;0
Quarta;27/09/2023;23:45;57;64;28,3;0
Quarta;27/09/2023;23:55;56;63;28,3;0
Quinta;28/09/2023;00:05;57;63;28,3;0
Quinta;28/09/2023;00:15;56;64;28,2;0
Quinta;28/09/2023;00:25;57;63;28,1;0
Quinta;28/09/2023;00:36;57;63;28,1;0
Quinta;28/09/2023;00:46;57;64;28,1;0
Quinta;28/09/2023;00:56;56;63;28,1;0
Quinta;28/09/2023;01:06;56;63;28;0
Quinta;28/09/2023;01:16;57;62;28;0
Quinta;28/09/2023;01:26;56;62;27,9;0
Quinta;28/09/2023;01:36;57;62;27,9;0
Quinta;28/09/2023;01:46;56;61;27,8;0
Quinta;28/09/2023;01:56;56;61;27,8;0
Quinta;28/09/2023;02:06;56;61;27,8;0
Quinta;28/09/2023;02:16;56;60;27,7;0
Quinta;28/09/2023;02:26;56;60;27,7;0
Quinta;28/09/2023;02:36;56;60;27,6;0
Quinta;28/09/2023;02:46;56;59;27,6;0
Quinta;28/09/2023;02:56;56;59;27,5;0
Quinta;28/09/2023;03:06;56;59;27,6;0
Quinta;28/09/2023;03:16;56;59;27,5;0
Quinta;28/09/2023;03:26;56;59;27,4;0
Quinta;28/09/2023;03:36;56;59;27,4;0
Quinta;28/09/2023;03:46;56;58;27,4;0
Quinta;28/09/2023;03:56;56;58;27,3;0
Quinta;28/09/2023;04:06;55;58;27,2;0
Quinta;28/09/2023;04:16;56;58;27,2;0
Quinta;28/09/2023;04:26;56;57;27,1;0
Quinta;28/09/2023;04:36;56;57;27,1;0
Quinta;28/09/2023;04:46;56;57;27;0
Quinta;28/09/2023;04:56;56;56;26,9;0
Quinta;28/09/2023;05:06;56;56;26,9;0
Quinta;28/09/2023;05:16;56;55;26,8;0
Quinta;28/09/2023;05:26;56;55;26,8;0
Quinta;28/09/2023;05:36;55;55;26,8;0
Quinta;28/09/2023;05:46;56;54;26,7;0
Quinta;28/09/2023;05:56;56;55;26,6;0
Quinta;28/09/2023;06:00;56;55;26,6;0
Quinta;28/09/2023;06:00;60;55;26,6;4,48
Quinta;28/09/2023;06:00;56;55;26,6;0
Quinta;28/09/2023;06:00;61;55;26,6;19,54
Quinta;28/09/2023;06:00;56;55;26,6;0
Quinta;28/09/2023;06:00;60;55;26,6;21,56
Quinta;28/09/2023;06:00;56;55;26,6;0
Quinta;28/09/2023;06:00;61;55;26,6;1,76
Quinta;28/09/2023;06:00;56;54;26,6;0
Quinta;28/09/2023;06:00;60;54;26,6;14,64
Quinta;28/09/2023;06:00;56;54;26,6;0
Quinta;28/09/2023;06:00;60;54;26,6;0,9
Quinta;28/09/2023;06:00;56;54;26,6;0
Quinta;28/09/2023;06:00;60;54;26,6;4,9
Quinta;28/09/2023;06:01;56;54;26,6;0
Quinta;28/09/2023;06:01;60;54;26,6;4,23
Quinta;28/09/2023;06:01;56;54;26,6;0
Quinta;28/09/2023;06:01;61;54;26,6;4,03
Quinta;28/09/2023;06:01;56;54;26,6;0
Quinta;28/09/2023;06:01;60;54;26,6;2,07
Quinta;28/09/2023;06:01;55;54;26,6;0
Quinta;28/09/2023;06:01;61;54;26,6;2,07
Quinta;28/09/2023;06:01;56;55;26,6;0
Quinta;28/09/2023;06:01;60;55;26,6;4,42
Quinta;28/09/2023;06:01;55;55;26,6;0
Quinta;28/09/2023;06:01;60;55;26,6;8,96
Quinta;28/09/2023;06:01;54;55;26,6;0
Quinta;28/09/2023;06:01;61;55;26,6;1,4
Quinta;28/09/2023;06:01;56;54;26,6;0
Quinta;28/09/2023;06:01;61;54;26,6;5,52
Quinta;28/09/2023;06:01;56;54;26,6;0
Quinta;28/09/2023;06:01;60;54;26,6;8,88
Quinta;28/09/2023;06:01;56;54;26,6;0
Quinta;28/09/2023;06:01;60;54;26,6;10,78
Quinta;28/09/2023;06:02;56;54;26,6;0
Quinta;28/09/2023;06:02;60;54;26,6;5,91
Quinta;28/09/2023;06:02;56;54;26,6;0
Quinta;28/09/2023;06:02;60;54;26,6;5,63
Quinta;28/09/2023;06:02;56;54;26,6;0
Quinta;28/09/2023;06:02;60;54;26,6;2,07
Quinta;28/09/2023;06:02;56;54;26,6;0
Quinta;28/09/2023;06:02;60;54;26,6;3,3
Quinta;28/09/2023;06:02;56;54;26,6;0
Quinta;28/09/2023;06:02;60;54;26,6;1,01
Quinta;28/09/2023;06:02;56;54;26,6;0
Quinta;28/09/2023;06:02;60;54;26,6;0,62
Quinta;28/09/2023;06:02;56;54;26,6;0
Quinta;28/09/2023;06:02;60;54;26,6;2,44
Quinta;28/09/2023;06:02;56;54;26,6;0
Quinta;28/09/2023;06:02;60;54;26,6;2,74
Quinta;28/09/2023;06:02;55;54;26,6;0
Quinta;28/09/2023;06:02;60;54;26,6;1,54
Quinta;28/09/2023;06:02;56;54;26,6;0
Quinta;28/09/2023;06:02;60;54;26,6;3,61
Quinta;28/09/2023;06:02;56;54;26,6;0
Quinta;28/09/2023;06:02;61;54;26,6;0,45
Quinta;28/09/2023;06:02;56;54;26,6;0
Quinta;28/09/2023;06:02;60;54;26,6;7,11
Quinta;28/09/2023;06:03;56;54;26,6;0
Quinta;28/09/2023;06:03;61;54;26,6;1,85
Quinta;28/09/2023;06:03;56;54;26,6;0
Quinta;28/09/2023;06:03;60;54;26,6;1,96
Quinta;28/09/2023;06:03;56;54;26,6;0
Quinta;28/09/2023;06:03;60;54;26,6;10,86
Quinta;28/09/2023;06:03;56;54;26,6;0
Quinta;28/09/2023;06:03;63;54;26,6;11,76
Quinta;28/09/2023;06:03;56;54;26,6;0
Quinta;28/09/2023;06:03;60;54;26,6;2,63
Quinta;28/09/2023;06:03;56;54;26,6;0
Quinta;28/09/2023;06:03;60;54;26,6;3,05
Quinta;28/09/2023;06:03;56;54;26,6;0
Quinta;28/09/2023;06:03;60;54;26,6;2,88
Quinta;28/09/2023;06:03;56;54;26,6;0
Quinta;28/09/2023;06:03;61;54;26,6;4,45
Quinta;28/09/2023;06:03;56;54;26,6;0
Quinta;28/09/2023;06:03;62;54;26,6;0,48
Quinta;28/09/2023;06:04;56;54;26,6;0
Quinta;28/09/2023;06:04;60;54;26,6;3,75
Quinta;28/09/2023;06:04;56;54;26,6;0
Quinta;28/09/2023;06:04;60;54;26,6;7,31
Quinta;28/09/2023;06:04;56;54;26,6;0
Quinta;28/09/2023;06:04;61;54;26,6;2,1
Quinta;28/09/2023;06:04;56;54;26,6;0
Quinta;28/09/2023;06:04;60;54;26,6;8,6
Quinta;28/09/2023;06:04;56;54;26,6;0
Quinta;28/09/2023;06:04;60;54;26,6;3,75
Quinta;28/09/2023;06:04;56;54;26,6;0
Quinta;28/09/2023;06:04;60;54;26,6;2,38
Quinta;28/09/2023;06:04;56;54;26,6;0
Quinta;28/09/2023;06:04;60;54;26,6;1,09
Quinta;28/09/2023;06:04;56;54;26,6;0
Quinta;28/09/2023;06:04;60;54;26,6;10,75
Quinta;28/09/2023;06:04;56;54;26,6;0
Quinta;28/09/2023;06:04;61;54;26,6;7,25
Quinta;28/09/2023;06:04;56;54;26,6;0
Quinta;28/09/2023;06:04;61;54;26,6;8,76
Quinta;28/09/2023;06:05;56;54;26,6;0
Quinta;28/09/2023;06:05;61;54;26,6;3,47
Quinta;28/09/2023;06:05;55;54;26,6;0
Quinta;28/09/2023;06:05;60;54;26,6;2,21
Quinta;28/09/2023;06:05;56;54;26,6;0
Quinta;28/09/2023;06:05;60;54;26,6;0,31
Quinta;28/09/2023;06:05;56;54;26,6;0
Quinta;28/09/2023;06:05;60;54;26,6;0,84
Quinta;28/09/2023;06:05;56;54;26,6;0
Quinta;28/09/2023;06:05;60;54;26,6;10
Quinta;28/09/2023;06:05;56;54;26,6;0
Quinta;28/09/2023;06:05;60;54;26,6;3,92
Quinta;28/09/2023;06:05;55;54;26,6;0
Quinta;28/09/2023;06:05;60;54;26,6;20,02
Quinta;28/09/2023;06:05;56;54;26,6;0
Quinta;28/09/2023;06:05;60;54;26,6;8,06
Quinta;28/09/2023;06:05;56;54;26,6;0
Quinta;28/09/2023;06:05;60;54;26,6;0,42
Quinta;28/09/2023;06:06;56;54;26,6;0
Quinta;28/09/2023;06:06;60;54;26,6;2,63
Quinta;28/09/2023;06:06;56;54;26,6;0
Quinta;28/09/2023;06:06;61;54;26,6;2,35
Quinta;28/09/2023;06:06;56;54;26,6;0
Quinta;28/09/2023;06:06;61;54;26,6;4,42
Quinta;28/09/2023;06:06;55;54;26,6;0
Quinta;28/09/2023;06:06;60;54;26,6;3,92
Quinta;28/09/2023;06:06;56;54;26,6;0
Quinta;28/09/2023;06:06;60;54;26,6;11,42
Quinta;28/09/2023;06:06;56;54;26,6;0
Quinta;28/09/2023;06:06;62;54;26,6;2,1
Quinta;28/09/2023;06:06;56;54;26,6;0
Quinta;28/09/2023;06:06;60;54;26,6;3,67
Quinta;28/09/2023;06:06;56;54;26,6;0
Quinta;28/09/2023;06:06;60;54;26,6;1,18
Quinta;28/09/2023;06:06;56;54;26,6;0
Quinta;28/09/2023;06:06;60;54;26,6;3,58
Quinta;28/09/2023;06:06;56;54;26,6;0
Quinta;28/09/2023;06:06;60;54;26,6;2,02
Quinta;28/09/2023;06:06;56;54;26,6;0
Quinta;28/09/2023;06:06;61;54;26,6;1,68
Quinta;28/09/2023;06:06;61;54;26,6;0
Quinta;28/09/2023;06:06;56;54;26,6;0
Quinta;28/09/2023;06:06;61;54;26,6;7,81
Quinta;28/09/2023;06:07;56;54;26,6;0
Quinta;28/09/2023;06:07;60;54;26,6;10,22
Quinta;28/09/2023;06:07;56;54;26,6;0
Quinta;28/09/2023;06:07;61;54;26,6;9,46
Quinta;28/09/2023;06:07;56;54;26,6;0
Quinta;28/09/2023;06:07;60;54;26,6;5,57
Quinta;28/09/2023;06:07;56;54;26,6;0
Quinta;28/09/2023;06:07;60;54;26,6;8,79
Quinta;28/09/2023;06:07;56;54;26,6;0
Quinta;28/09/2023;06:07;62;54;26,6;4,76
Quinta;28/09/2023;06:07;56;54;26,6;0
Quinta;28/09/2023;06:07;60;54;26,6;0,08
Quinta;28/09/2023;06:07;56;54;26,6;0
Quinta;28/09/2023;06:07;60;54;26,6;15,82
Quinta;28/09/2023;06:08;56;54;26,6;0
Quinta;28/09/2023;06:08;60;54;26,6;0,25
Quinta;28/09/2023;06:08;56;54;26,6;0
Quinta;28/09/2023;06:08;60;54;26,6;4,7
Quinta;28/09/2023;06:08;56;54;26,6;0
Quinta;28/09/2023;06:08;60;54;26,6;0,53
Quinta;28/09/2023;06:08;56;54;26,6;0
Quinta;28/09/2023;06:08;60;54;26,6;11,68
Domingo;0/0/2000;45:162;56;54;26,6;0
Domingo;0/0/2000;45:162;56;53;26,5;0
Domingo;0/0/2000;45:162;56;54;26,5;0
Quinta;28/09/2023;06:44;55;54;26,4;0
Quinta;28/09/2023;06:44;61;54;26,4;22,54
Quinta;28/09/2023;06:44;55;54;26,4;0
Quinta;28/09/2023;06:44;61;54;26,4;0,28
Quinta;28/09/2023;06:44;56;54;26,4;0
Quinta;28/09/2023;06:44;60;54;26,4;15,76
Quinta;28/09/2023;06:45;56;54;26,5;0
Quinta;28/09/2023;06:45;60;54;26,5;5,6
Quinta;28/09/2023;06:45;56;54;26,4;0
Quinta;28/09/2023;06:45;60;54;26,4;9,44
Quinta;28/09/2023;06:45;56;53;26,4;0
Quinta;28/09/2023;06:45;60;53;26,4;2,38
Quinta;28/09/2023;06:45;56;53;26,4;0
Quinta;28/09/2023;06:45;60;53;26,4;3,44
Quinta;28/09/2023;06:45;55;53;26,5;0
Quinta;28/09/2023;06:45;60;53;26,5;14,64
Domingo;0/0/2000;45:162;56;53;26,4;0
Domingo;0/0/2000;45:162;56;53;26,3;0
Domingo;0/0/2000;45:162;56;53;26,3;0
Domingo;0/0/2000;45:162;56;52;26,2;0
Domingo;0/0/2000;45:162;56;51;26,2;0
Domingo;0/0/2000;45:162;56;51;26,2;0
Domingo;0/0/2000;45:162;55;51;26,1;0
Domingo;0/0/2000;45:162;54;51;26,1;0
Domingo;0/0/2000;45:162;56;51;26,1;0
Domingo;0/0/2000;45:162;56;51;26;0
Domingo;0/0/2000;45:162;56;51;26;0
Domingo;0/0/2000;45:162;55;51;25,9;0
Domingo;0/0/2000;45:162;56;51;25,9;0
Domingo;0/0/2000;45:162;56;51;25,9;0
Domingo;0/0/2000;45:162;55;51;25,8;0
Domingo;0/0/2000;45:162;56;51;25,8;0
Domingo;0/0/2000;45:162;57;51;25,8;0
Quinta;28/09/2023;09:32;56;51;25,8;0
Quinta;28/09/2023;09:32;60;51;25,8;13,89
Quinta;28/09/2023;09:32;56;51;25,8;0
Quinta;28/09/2023;09:32;60;51;25,8;13,58
Quinta;28/09/2023;09:33;56;51;25,8;0
Quinta;28/09/2023;09:33;61;51;25,8;12,21
Quinta;28/09/2023;09:33;56;51;25,8;0
Quinta;28/09/2023;09:33;61;51;25,8;3,53
Quinta;28/09/2023;09:33;56;51;25,8;0
Quinta;28/09/2023;09:33;60;51;25,8;0,22
Quinta;28/09/2023;09:33;56;51;25,8;0
Quinta;28/09/2023;09:33;60;51;25,8;4,73
Quinta;28/09/2023;09:33;55;51;25,8;0
Quinta;28/09/2023;09:33;60;51;25,8;6,8
Quinta;28/09/2023;09:37;62;53;26;0
Quinta;28/09/2023;09:47;61;51;25,8;0
Quinta;28/09/2023;09:57;61;51;25,8;0
Quinta;28/09/2023;10:07;61;51;25,8;0
Quinta;28/09/2023;10:11;0;54;25,9;0
Quinta;28/09/2023;10:11;60;54;25,9;4,4
Quinta;28/09/2023;10:50;82;50;25,5;0
Quinta;28/09/2023;11:00;65;52;25,4;0
Quinta;28/09/2023;11:10;64;52;25,4;0
Quinta;28/09/2023;11:20;63;51;25,5;0
Quinta;28/09/2023;11:30;63;51;25,5;0
Quinta;28/09/2023;11:40;63;51;25,5;0
Quinta;28/09/2023;11:50;63;51;25,5;0
Quinta;28/09/2023;12:00;62;51;25,6;0
Quinta;28/09/2023;12:10;62;51;25,5;0
Quinta;28/09/2023;12:20;63;51;25,5;0
Quinta;28/09/2023;12:30;62;51;25,5;0
Quinta;28/09/2023;12:40;62;51;25,5;0
Quinta;28/09/2023;12:50;62;52;25,5;0
Quinta;28/09/2023;13:00;62;58;25,5;0
Quinta;28/09/2023;13:10;62;60;25,5;0
Quinta;28/09/2023;13:20;62;60;25,5;0
Quinta;28/09/2023;13:30;62;59;25,5;0
Quinta;28/09/2023;13:40;62;59;25,5;0
